N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
1387.0,ACE 러시아MSCI(합성),9590.0,0.0,0.00%,0.0,,,
1388.0,TRUE 인버스 2X 유로스탁스50 ETN(H) B,17590.0,340.0,+1.97%,0.0,,,
1389.0,신한 레버리지 구리 선물 ETN,17550.0,925.0,-5.01%,0.0,,,
1390.0,NPC우,3290.0,20.0,-0.60%,500.0,,,
1391.0,KODEX 배당성장,12860.0,30.0,-0.23%,0.0,,,
1392.0,KODEX 아시아반도체공급망exChina액티브,10505.0,5.0,+0.05%,0.0,,,
1393.0,메리츠 레버리지 은 선물 ETN(H),17280.0,490.0,+2.92%,0.0,,,
1394.0,KB 레버리지 KOSDAQ 150 선물 ETN,34100.0,0.0,0.00%,0.0,,,
1395.0,LX홀딩스1우,11610.0,100.0,-0.85%,1000.0,,,
1396.0,코오롱글로벌우,22850.0,150.0,-0.65%,5000.0,,,
1397.0,대한제당우,2610.0,30.0,-1.14%,500.0,,,
1398.0,ACE 친환경자동차밸류체인액티브,11275.0,250.0,-2.17%,0.0,,,
1399.0,KBSTAR 차이나HSCEI(H),7675.0,150.0,-1.92%,0.0,,,
1400.0,미래에셋 코스피200 선물 ETN,8440.0,50.0,-0.59%,0.0,,,
1401.0,KOSEF 미국달러선물레버리지,12365.0,60.0,-0.48%,0.0,,,
1402.0,QV 레버리지 은 선물 ETN(H),16810.0,0.0,0.00%,0.0,,,
1403.0,KBSTAR 200선물인버스,6000.0,55.0,+0.93%,0.0,,,
1404.0,삼양홀딩스우,55200.0,0.0,0.00%,5000.0,,,
1405.0,KODEX 미국나스닥100(H),10790.0,105.0,-0.96%,0.0,,,
1406.0,신한 코스피 200 ETN,8360.0,5.0,-0.06%,0.0,,,
1407.0,삼성 S&P500 VIX S/T 선물 ETN,16650.0,225.0,+1.37%,0.0,,,
1408.0,TIGER 200 에너지화학,15705.0,210.0,-1.32%,0.0,,,
1409.0,KODEX TDF2050액티브,11045.0,75.0,-0.67%,0.0,,,
1410.0,KODEX Fn시스템반도체,8250.0,60.0,+0.73%,0.0,,,
1411.0,TIGER 차이나항셍테크레버리지(합성 H),6855.0,350.0,-4.86%,0.0,,,
1412.0,TRUE FTSE100 ETN,16350.0,215.0,-1.30%,0.0,,,
1413.0,코오롱우,15160.0,60.0,-0.39%,5000.0,,,
1414.0,QV 인버스 레버리지 금 선물 ETN(H),16265.0,0.0,0.00%,0.0,,,
1415.0,마이티 다이나믹퀀트액티브,11285.0,70.0,-0.62%,0.0,,,
1416.0,HANARO Fn K-게임,5070.0,35.0,-0.69%,0.0,,,
1417.0,TIGER 유로스탁스배당30,11575.0,85.0,-0.73%,0.0,,,
1418.0,한화우,33750.0,600.0,-1.75%,5000.0,,,
1419.0,신한 인버스 WTI원유 선물 ETN(H),3230.0,175.0,+5.73%,0.0,,,
1420.0,메리츠 인버스 2X 금 선물 ETN(H),16145.0,575.0,-3.44%,0.0,,,
1421.0,에이리츠,3585.0,10.0,-0.28%,5000.0,8.0,893.0,-19.0
1422.0,QV 미국 IT TOP5 ETN(H),22840.0,135.0,-0.59%,0.0,,,
1423.0,TRUE 레버리지 구리 선물 ETN,15905.0,740.0,-4.45%,0.0,,,
1424.0,메리츠 미국레버리지 인플레이션국채ETN(H),7940.0,95.0,+1.21%,0.0,,,
1425.0,TRUE 인버스 2X 은 선물 ETN,15765.0,705.0,-4.28%,0.0,,,
1426.0,KBSTAR 미국S&P500(H),10505.0,100.0,-0.94%,0.0,,,
1427.0,대신 밀 선물 ETN(H),7870.0,215.0,-2.66%,0.0,,,
1428.0,미래에셋 인버스 2X 은 선물 ETN,15740.0,550.0,-3.38%,0.0,,,
1429.0,ARIRANG ESG성장주액티브,7825.0,60.0,-0.76%,0.0,,,
1430.0,KB 인버스 2X KOSDAQ 150 선물 ETN,10405.0,580.0,+5.90%,0.0,,,
1431.0,신한 인버스 2X 구리 선물 ETN,3120.0,125.0,+4.17%,0.0,,,
1432.0,미래에셋 S&P 유럽탄소배출권 선물 ETN,15575.0,500.0,+3.32%,0.0,,,
1433.0,미래에셋 인버스 2X 옥수수 선물 ETN,15570.0,530.0,+3.52%,0.0,,,
1434.0,FOCUS KRX300,15560.0,115.0,-0.73%,0.0,,,
1435.0,KODEX 미국S&P500(H),10025.0,105.0,-1.04%,0.0,,,
1436.0,TIGER K게임,9395.0,15.0,-0.16%,0.0,,,
1437.0,일정실업,12900.0,0.0,0.00%,5000.0,311.0,322.0,-87.0
1438.0,ARIRANG 미국다우존스고배당주(합성 H),15025.0,210.0,-1.38%,0.0,,,
1439.0,KODEX 필수소비재,7000.0,120.0,-1.69%,0.0,,,
1440.0,KODEX 보험,7675.0,60.0,-0.78%,0.0,,,
1441.0,TRUE S&P500 VIX S/T 선물 ETN(H),15325.0,245.0,+1.62%,0.0,,,
1442.0,신한 인버스 2X 코스피 200 선물 ETN,15235.0,120.0,+0.79%,0.0,,,
1443.0,메리츠 인버스 2X 국채30년 ETN,15235.0,175.0,-1.14%,0.0,,,
1444.0,TIGER 일본엔선물,9510.0,70.0,+0.74%,0.0,,,
1445.0,메리츠 인버스 2X 대표 농산물 선물 ETN(H),15205.0,710.0,+4.90%,0.0,,,
1446.0,삼성 인버스 2X 코스피200 선물 ETN,15170.0,255.0,+1.71%,0.0,,,
1447.0,TIGER 200동일가중,10795.0,65.0,-0.60%,0.0,,,
1448.0,TIGER LG그룹+펀더멘털,9170.0,160.0,-1.71%,0.0,,,
1449.0,메리츠 S&P 유럽탄소배출권 선물 ETN,14990.0,0.0,0.00%,0.0,,,
1450.0,TIGER MSCI KOREA ESG리더스,8600.0,110.0,-1.26%,0.0,,,
1451.0,TIGER TSMC밸류체인FACTSET,9325.0,75.0,-0.80%,0.0
1452.0,KB 레버리지 항셍테크 선물 ETN(H) B,14860.0,450.0,-2.94%,0.0
1453.0,KBSTAR 글로벌메타버스Moorgate,8440.0,5.0,-0.06%,0.0
1454.0,SOL 코스닥150,12515.0,370.0,-2.87%,0.0
1455.0,KODEX 다우존스미국리츠(H),11355.0,115.0,-1.00%,0.0
1456.0,TIGER 우량가치,10890.0,70.0,-0.64%,0.0
1457.0,KODEX 코스닥150롱코스피200숏선물,9800.0,190.0,-1.90%,0.0
1458.0,TIGER 단기선진하이일드(합성 H),12175.0,5.0,-0.04%,0.0
1459.0,유유제약1우,6430.0,30.0,+0.47%,1000.0
1460.0,QV 레버리지 구리 선물 ETN(H),14570.0,0.0,0.00%,0.0
1461.0,KODEX 운송,4550.0,15.0,-0.33%,0.0
1462.0,SOL 국고채3년,103240.0,200.0,+0.19%,0.0
1463.0,KB 인버스 2X 나스닥 100 ETN,7250.0,115.0,+1.61%,0.0
1464.0,TIGER 미국달러선물레버리지,13105.0,100.0,-0.76%,0.0
1465.0,대신 S&P 인버스 WTI원유 선물 ETN,14410.0,625.0,+4.53%,0.0
1466.0,TRUE S&P 유럽탄소배출권 선물 ETN(H),14355.0,545.0,+3.95%,0.0
1467.0,KBSTAR 국채선물3년,51820.0,70.0,+0.14%,0.0
1468.0,메리츠 S&P 유럽탄소배출권 선물 ETN(H),14275.0,320.0,+2.29%,0.0
1469.0,KODEX 200exTOP,10940.0,105.0,-0.95%,0.0
1470.0,KBSTAR 채권혼합,59200.0,110.0,+0.19%,0.0
1471.0,KODEX Fn Top10동일가중,7850.0,50.0,-0.63%,0.0
1472.0,대신 철광석 선물 ETN(H) B,14120.0,10.0,-0.07%,0.0
1473.0,삼성 인버스 2X 구리 선물 ETN(H),2815.0,100.0,+3.68%,0.0
1474.0,QV 인버스 레버리지 은 선물 ETN(H),14070.0,0.0,0.00%,0.0
1475.0,메리츠 레버리지 구리 선물 ETN(H),14030.0,600.0,-4.10%,0.0
1476.0,TIGER AI코리아그로스액티브,11675.0,120.0,-1.02%,0.0
1477.0,KBSTAR V&S셀렉트밸류채권혼합,11660.0,25.0,-0.21%,0.0
1478.0,삼성 레버리지 구리 선물 ETN(H),13990.0,670.0,-4.57%,0.0
1479.0,KB 인버스 2X 항셍테크 선물 ETN,13990.0,850.0,+6.47%,0.0
1480.0,신한 FnGuide 폐기물처리 ETN,6995.0,5.0,-0.07%,0.0
1481.0,하나 레버리지 구리 선물 ETN(H),13905.0,655.0,-4.50%,0.0
1482.0,TRUE 인버스 2X 플래티넘 선물 ETN,13900.0,310.0,-2.18%,0.0
1483.0,KOSEF 미국달러선물인버스2X,5780.0,35.0,+0.61%,0.0
1484.0,ACE 일본Nikkei225(H),19760.0,100.0,-0.50%,0.0
1485.0,ARIRANG 선진국MSCI(합성 H),10940.0,40.0,-0.36%,0.0
1486.0,삼성 인버스 2X HSCEI ETN(H),13780.0,525.0,+3.96%,0.0
1487.0,KBSTAR 글로벌클린에너지S&P,9185.0,160.0,-1.71%,0.0
1488.0,ARIRANG 우주항공&UAM iSelect,10545.0,40.0,-0.38%,0.0
1489.0,메리츠 인버스 2X 은 선물 ETN(H),13700.0,455.0,-3.21%,0.0
1490.0,FOCUS ESG리더스,9770.0,115.0,-1.16%,0.0
1491.0,하나 인버스 2X 옥수수 선물 ETN(H),13675.0,530.0,+4.03%,0.0
1492.0,신한 인버스 옥수수 선물 ETN(H),6835.0,150.0,+2.24%,0.0
1493.0,미래에셋 인버스 미디어엔터 Core5 ETN,13640.0,265.0,-1.91%,0.0
1494.0,TIGER 글로벌자원생산기업(합성 H),15155.0,340.0,-2.19%,0.0
1495.0,대신 인버스 밀 선물 ETN(H),13610.0,350.0,+2.64%,0.0
1496.0,ACE 엔비디아채권혼합블룸버그,12300.0,170.0,-1.36%,0.0
1497.0,TIMEFOLIO 이노베이션액티브,8435.0,95.0,-1.11%,0.0
1498.0,ACE 미국다우존스리츠(합성 H),74775.0,1120.0,-1.48%,0.0
1499.0,한진칼우,24800.0,550.0,-2.17%,2500.0
1500.0,KODEX 미국S&P500산업재(합성),23175.0,280.0,-1.19%,0.0
1501.0,KOSEF 코스닥150,6320.0,185.0,-2.84%,0.0
1502.0,KODEX 200가치저변동,9460.0,120.0,-1.25%,0.0
1503.0,티와이홀딩스우,10550.0,70.0,-0.66%,500.0
1504.0,KBSTAR 헬스케어채권혼합,11015.0,40.0,-0.36%,0.0
1505.0,메리츠 인버스 2X 미국채10년 ETN(H),13200.0,245.0,-1.82%,0.0
1506.0,FOCUS AI코리아액티브,10995.0,75.0,-0.68%,0.0
1507.0,KODEX 기계장비,6475.0,195.0,-2.92%,0.0
1508.0,신한 USD K200 선물 바이셀 ETN,6525.0,0.0,0.00%,0.0
1509.0,JW중외제약2우B,63200.0,500.0,+0.80%,2500.0
1510.0,KBSTAR 국채선물10년인버스,53005.0,155.0,-0.29%,0.0
1511.0,TRUE 레버리지 유로스탁스50 ETN(H) B,12870.0,295.0,-2.24%,0.0
1512.0,TRUE 금 선물 ETN,12860.0,190.0,+1.50%,0.0
1513.0,삼성 인버스 HSCEI ETN(H),12840.0,0.0,0.00%,0.0
1514.0,메리츠 인버스 국채30년 ETN,12820.0,70.0,-0.54%,0.0
1515.0,BNK 주주가치액티브,11600.0,95.0,-0.81%,0.0
1516.0,ACE 중장기국공채액티브,98670.0,150.0,+0.15%,0.0
1517.0,ACE 골드선물 레버리지(합성 H),18095.0,420.0,+2.38%,0.0
1518.0,KODEX 미국나스닥100선물인버스(H),11495.0,125.0,+1.10%,0.0
1519.0,TIGER 200 철강소재,8890.0,190.0,-2.09%,0.0
1520.0,KB 레버리지 KOSPI 200 선물 ETN,25240.0,380.0,-1.48%,0.0
1521.0,삼성 인버스 항셍테크 ETN(H),12605.0,320.0,+2.60%,0.0
1522.0,TIGER 200 금융,5915.0,50.0,-0.84%,0.0
1523.0,KODEX KRX300레버리지,12530.0,120.0,-0.95%,0.0
1524.0,VITA MZ소비액티브,8075.0,15.0,-0.19%,0.0
1525.0,HANARO Fn K-반도체,8070.0,0.0,0.00%,0.0
1526.0,ACE 글로벌메타버스테크액티브,7345.0,65.0,-0.88%,0.0
1527.0,신한 인버스 콩 선물 ETN(H),6215.0,125.0,+2.05%,0.0
1528.0,KODEX 최소변동성,10315.0,30.0,-0.29%,0.0
1529.0,ACE 일본TOPIX레버리지(H),24510.0,30.0,-0.12%,0.0
1530.0,신한 FnGuide 메타버스 ETN,6120.0,15.0,-0.24%,0.0
1531.0,신한 인버스 금 선물 ETN(H),6070.0,95.0,-1.54%,0.0
1532.0,TRUE 인버스 베트남 VN30 선물 ETN(H),12135.0,0.0,0.00%,0.0
1533.0,KOSEF 미국S&P500,11000.0,100.0,-0.90%,0.0
1534.0,HANARO 글로벌탄소배출권선물ICE(합성),12080.0,125.0,+1.05%,0.0
1535.0,HANARO KOFR금리액티브(합성),100510.0,25.0,+0.02%,0.0
1536.0,메리츠 인버스 2X 미국채30년 ETN(H),12035.0,325.0,-2.63%,0.0
1537.0,KBSTAR 삼성그룹Top3채권혼합블룸버그,10020.0,20.0,-0.20%,0.0
1538.0,TIMEFOLIO 탄소중립액티브,11995.0,290.0,-2.36%,0.0
1539.0,태양금속우,3600.0,100.0,-2.70%,500.0
1540.0,KOSEF 고배당,8480.0,45.0,-0.53%,0.0
1541.0,KODEX 3대농산물선물(H),11300.0,255.0,-2.21%,0.0
1542.0,TRUE 인버스 플래티넘 선물 ETN,11835.0,155.0,-1.29%,0.0
1543.0,ARIRANG 고배당주채권혼합,10715.0,25.0,-0.23%,0.0
1544.0,TRUE S&P500 양매도 4% OTM ETN(H),11785.0,0.0,0.00%,0.0
1545.0,KBSTAR 중국MSCI China(H),8115.0,175.0,-2.11%,0.0
1546.0,ACE 멕시코MSCI(합성),14625.0,10.0,+0.07%,0.0
1547.0,메리츠 인버스 미국채10년 ETN(H),11700.0,110.0,-0.93%,0.0
1548.0,KODEX MSCI KOREA ESG유니버설,9710.0,35.0,-0.36%,0.0
1549.0,신한 달러인덱스 선물 ETN(H),11645.0,0.0,0.00%,0.0
1550.0,TRUE 인버스 HSCEI ETN(H) B,11540.0,180.0,+1.58%,0.0
1551.0,신한 인버스 구리 선물 ETN(H),5765.0,130.0,+2.31%,0.0
1552.0,삼성 인버스 코스피 200 선물 ETN,11505.0,80.0,+0.70%,0.0
1553.0,TRUE 인버스 은 선물 ETN,11450.0,215.0,-1.84%,0.0
1554.0,대덕1우,9420.0,50.0,-0.53%,500.0
1555.0,미래에셋 FnGuide 부산엑스포 추가수익 ETN,11380.0,0.0,0.00%,0.0
1556.0,KB 레버리지 금 선물 ETN(H),22645.0,750.0,+3.43%,0.0
1557.0,ARIRANG S&P글로벌인프라,14150.0,300.0,-2.08%,0.0
1558.0,TIMEFOLIO Korea플러스배당액티브,10095.0,85.0,-0.83%,0.0
1559.0,미래에셋 인도네시아 Top5 ETN,11285.0,155.0,-1.35%,0.0
1560.0,메리츠 인버스 미국채30년 ETN(H),11270.0,145.0,-1.27%,0.0
1561.0,TIGER 일본TOPIX(합성 H),17575.0,100.0,+0.57%,0.0
1562.0,KOSEF 차이나A50커넥트MSCI,9370.0,0.0,0.00%,0.0
1563.0,TRUE 유로스탁스50 양매도 5% OTM ETN(H),11235.0,0.0,0.00%,0.0
1564.0,신한 인버스 Russell 2000 ETN,11220.0,165.0,+1.49%,0.0
1565.0,TRUE 인버스 금 선물 ETN,11195.0,0.0,0.00%,0.0
1566.0,KODEX Fn K-뉴딜디지털플러스,9310.0,175.0,-1.85%,0.0
1567.0,ARIRANG 우량회사채50 1년,111715.0,70.0,+0.06%,0.0
1568.0,하나 S&P 레버리지 WTI원유 선물 ETN,11150.0,1295.0,-10.41%,0.0
1569.0,신한 블룸버그 레버리지 WTI원유 선물 ETN,11130.0,1335.0,-10.71%,0.0
1570.0,QV 블룸버그 2X WTI원유선물 ETN,11120.0,1360.0,-10.90%,0.0
1571.0,메리츠 레버리지 국채5년 ETN,11110.0,40.0,+0.36%,0.0
1572.0,KODEX 구리선물(H),6880.0,120.0,-1.71%,0.0
1573.0,메리츠 금 선물 ETN(H),10980.0,170.0,+1.57%,0.0
1574.0,TRUE 은 선물 ETN,10980.0,150.0,+1.39%,0.0
1575.0,KODEX 미국S&P500필수소비재,10970.0,5.0,+0.05%,0.0
1576.0,넥센우,3040.0,15.0,-0.49%,500.0
1577.0,KODEX 미국클린에너지나스닥,7815.0,135.0,-1.70%,0.0
1578.0,미래에셋 천연가스 선물 ETN(H),2735.0,110.0,-3.87%,0.0
1579.0,파워 코스피100,24795.0,215.0,-0.86%,0.0
1580.0,SOL KRX300,15585.0,20.0,+0.13%,0.0
1581.0,KODEX 미국S&P500헬스케어,10890.0,20.0,+0.18%,0.0
1582.0,QV US 500 월간레버리지 ETN(H),21730.0,0.0,0.00%,0.0
1583.0,삼성 금 선물 ETN(H),10835.0,0.0,0.00%,0.0
1584.0,메리츠 인버스 2X 국채10년 ETN,10830.0,80.0,-0.73%,0.0
1585.0,KBSTAR 국채선물5년추종,48535.0,85.0,+0.18%,0.0
1586.0,TIGER KRX300,15390.0,100.0,-0.65%,0.0
1587.0,JW중외제약우,32050.0,100.0,-0.31%,2500.0
1588.0,에셋플러스 코리아대장장이액티브,10740.0,25.0,+0.23%,0.0
1589.0,KODEX 미국S&P500금융,10735.0,135.0,-1.24%,0.0
1590.0,삼성 인버스 구리 선물 ETN(H),10705.0,240.0,+2.29%,0.0
1591.0,신한 인버스 2X 미국달러 선물 ETN,5315.0,30.0,+0.57%,0.0
1592.0,메리츠 국채5년 ETN,10630.0,0.0,0.00%,0.0
1593.0,메리츠 인버스 국채10년 ETN,10620.0,50.0,-0.47%,0.0
1594.0,메리츠 대표 농산물 선물 ETN(H),10610.0,205.0,-1.90%,0.0
1595.0,KODEX 미국S&P500경기소비재,10610.0,120.0,+1.14%,0.0
1596.0,삼성 레버리지 항셍테크 ETN(H),1765.0,95.0,-5.11%,0.0
1597.0,메리츠 레버리지 국채3년 ETN,10575.0,15.0,+0.14%,0.0
1598.0,TIGER 배당성장,16020.0,115.0,-0.71%,0.0
1599.0,KB KRX ESG Eco ETN,10555.0,30.0,+0.29%,0.0
1600.0,KOSEF 물가채KIS,105550.0,240.0,+0.23%,0.0
1601.0,삼성 인버스 2X 은 선물 ETN(H),1055.0,30.0,-2.76%,0.0
1602.0,TIGER 한중전기차(합성),11100.0,110.0,-0.98%,0.0
1603.0,ARIRANG 200선물인버스2X,5550.0,100.0,+1.83%,0.0
1604.0,KB S&P 유럽탄소배출권 선물 ETN(H),10535.0,0.0,0.00%,0.0
1605.0,메리츠 인버스 구리 선물 ETN(H),10510.0,0.0,0.00%,0.0
1606.0,QV S&P500 버퍼10% 3월 ETN(H),10490.0,55.0,-0.52%,0.0
1607.0,삼양사우,28300.0,200.0,+0.71%,5000.0
1608.0,하나 인버스 2X 콩 선물 ETN(H),10440.0,455.0,+4.56%,0.0
1609.0,하나 인버스 2X 코스닥150 선물 ETN,10430.0,590.0,+6.00%,0.0
1610.0,대신 인버스 2X 코스닥 150 선물 ETN,10425.0,595.0,+6.05%,0.0
1611.0,KODEX KTOP30,17370.0,170.0,-0.97%,0.0
1612.0,TRUE 레버리지 베트남 VN30 선물 ETN(H),10420.0,160.0,-1.51%,0.0
1613.0,TRUE 구리 선물 ETN,10400.0,0.0,0.00%,0.0
1614.0,KBSTAR 미국고정배당우선증권ICE TR,9885.0,135.0,-1.35%,0.0
1615.0,메리츠 국채3년 ETN,10370.0,0.0,0.00%,0.0
1616.0,QV S&P500 버퍼10% 6월 ETN(H),10355.0,80.0,-0.77%,0.0
1617.0,메리츠 3X 레버리지 국채5년 ETN,20680.0,130.0,+0.63%,0.0
1618.0,KTOP 코스피50,22960.0,170.0,-0.73%,0.0
1619.0,KODEX 일본TOPIX100,17220.0,205.0,+1.20%,0.0
1620.0,KB S&P 레버리지 WTI원유 선물 ETN(H),10330.0,1180.0,-10.25%,0.0
1621.0,QV S&P500 버퍼10% 12월 ETN(H),10325.0,60.0,-0.58%,0.0
1622.0,ACE 싱가포르리츠,12900.0,165.0,-1.26%,0.0
1623.0,TIGER 200커버드콜ATM,8600.0,45.0,-0.52%,0.0
1624.0,메리츠 3X 레버리지 국채10년 ETN,20580.0,255.0,+1.25%,0.0
1625.0,메리츠 블룸버그 레버리지 WTI선물 ETN(H),10285.0,1230.0,-10.68%,0.0
1626.0,메리츠 3X 레버리지 국채3년 ETN,20535.0,55.0,+0.27%,0.0
1627.0,삼성 KRX 2차전지 K-뉴딜 ETN,10235.0,315.0,-2.99%,0.0
1628.0,TRUE 플래티넘 선물 ETN,10230.0,70.0,+0.69%,0.0
1629.0,성신양회우,13890.0,20.0,+0.14%,5000.0
1630.0,KBSTAR KRX300,15690.0,90.0,-0.57%,0.0
1631.0,미래에셋 인도네시아 금속&에너지 Top5 ETN,10190.0,210.0,-2.02%,0.0
1632.0,SOL 24-06 국고채액티브,101875.0,135.0,+0.13%,0.0
1633.0,QV iSelect-WG 그린에너지 ESG ETN,10175.0,0.0,0.00%,0.0
1634.0,메리츠 은 선물 ETN(H),10165.0,170.0,+1.70%,0.0
1635.0,SK증권우,2590.0,75.0,-2.81%,500.0
1636.0,KB 인버스 2X 구리 선물 ETN(H),20205.0,1035.0,+5.40%,0.0
1637.0,대신 3X 레버리지 국채10년 ETN,20165.0,305.0,+1.54%,0.0
1638.0,대신 국채10년 ETN,10040.0,40.0,+0.40%,0.0
1639.0,TRUE FnGuide IoT ETN,10020.0,190.0,+1.93%,0.0
1640.0,KODEX Fn웹툰&드라마,5005.0,50.0,-0.99%,0.0
1641.0,하나 iSelect-WG 탄소중립 ESG ETN,10010.0,0.0,0.00%,0.0
1642.0,에셋플러스 글로벌대장장이액티브,10645.0,75.0,-0.70%,0.0
1643.0,대신 인버스 국채10년 ETN,10005.0,0.0,0.00%,0.0
1644.0,대신 인버스 3X 국채10년 ETN,19955.0,0.0,0.00%,0.0
1645.0,삼성 은 선물 ETN(H),9975.0,0.0,0.00%,0.0
1646.0,DB하이텍1우,88600.0,2700.0,+3.14%,5000.0
1647.0,KOSEF 미국나스닥100(H),11045.0,105.0,-0.94%,0.0
1648.0,KB 인버스 2X S&P 500 선물 ETN,9920.0,195.0,+2.01%,0.0
1649.0,메리츠 인버스 3X 국채3년 ETN,19735.0,25.0,-0.13%,0.0
1650.0,TRUE 블룸버그 인도네시아 대표원자재 ETN,9850.0,230.0,-2.28%,0.0
1651.0,TRUE 인버스 2X S&P500 선물 ETN(H),1970.0,45.0,+2.34%,0.0
1652.0,KOSEF 국고채10년레버리지,109185.0,835.0,+0.77%,0.0
1653.0,ACE 원자력테마딥서치,10905.0,165.0,-1.49%,0.0
1654.0,대신 S&P500 VIX S/T 선물 ETN,9810.0,100.0,+1.03%,0.0
1655.0,마이다스 KoreaStock액티브,18685.0,120.0,-0.64%,0.0
1656.0,HANARO 탄소효율그린뉴딜,8145.0,100.0,-1.21%,0.0
1657.0,메리츠 인버스 3X 국채5년 ETN,19500.0,100.0,-0.51%,0.0
1658.0,삼성 인버스 China A50 선물 ETN(H),9745.0,100.0,+1.04%,0.0
1659.0,KB STAR 50 ETN,9740.0,0.0,0.00%,0.0
1660.0,TIGER 한중반도체(합성),11440.0,55.0,+0.48%,0.0
1661.0,메리츠 인버스 2X 국채3년 ETN,9680.0,0.0,0.00%,0.0
1662.0,메리츠 인버스 국채5년 ETN,9670.0,10.0,-0.10%,0.0
1663.0,삼성 인버스 코스닥 150 선물 ETN,9630.0,285.0,+3.05%,0.0
1664.0,삼성 인버스 나스닥 100 ETN(H),9630.0,100.0,+1.05%,0.0
1665.0,메리츠 인버스 3X 국채10년 ETN,19225.0,250.0,-1.28%,0.0
1666.0,하나 인버스 코스닥150 선물 ETN,9585.0,215.0,+2.29%,0.0
1667.0,TIGER 유로스탁스레버리지(합성 H),9530.0,200.0,-2.06%,0.0
1668.0,SOL 유럽탄소배출권선물S&P(H),13585.0,420.0,+3.19%,0.0
1669.0,KOSEF 미국달러선물인버스,8860.0,20.0,+0.23%,0.0
1670.0,KODEX 미국ETF산업Top10 Indxx,11105.0,160.0,-1.42%,0.0
1671.0,KODEX 미국S&P바이오(합성),23230.0,650.0,-2.72%,0.0
1672.0,TRUE 인버스 유로스탁스50 ETN(H) C,9415.0,95.0,+1.02%,0.0
1673.0,KODEX 혁신기술테마액티브,11750.0,40.0,-0.34%,0.0
1674.0,KODEX 200동일가중,10420.0,25.0,-0.24%,0.0
1675.0,KODEX MSCI Korea,15585.0,165.0,-1.05%,0.0
1676.0,삼성 나스닥 100 ETN(H),9350.0,80.0,-0.85%,0.0
1677.0,미래에셋 인버스 에너지화학 Core5 ETN,4645.0,0.0,0.00%,0.0
1678.0,하나 코스닥150 선물 ETN,9250.0,55.0,-0.59%,0.0
1679.0,KOSEF KRX100,5135.0,60.0,-1.15%,0.0
1680.0,SOL 차이나육성산업액티브(합성),8365.0,55.0,+0.66%,0.0
1681.0,삼성 인버스 금 선물 ETN(H),9185.0,150.0,-1.61%,0.0
1682.0,메리츠 인버스 2X 국채5년 ETN,9180.0,25.0,-0.27%,0.0
1683.0,KODEX TDF2030액티브,10785.0,35.0,-0.32%,0.0
1684.0,ARIRANG KRX300,15250.0,120.0,-0.78%,0.0
1685.0,메리츠 구리 선물 ETN(H),9130.0,0.0,0.00%,0.0
1686.0,ACE 미국달러단기채권액티브,10140.0,5.0,-0.05%,0.0
1687.0,TIMEFOLIO K컬처액티브,8290.0,15.0,-0.18%,0.0
1688.0,삼성 구리 선물 ETN(H),9090.0,0.0,0.00%,0.0
1689.0,메리츠 레버리지 국채10년 ETN,9080.0,75.0,+0.83%,0.0
1690.0,메리츠 인버스 3X 국채30년 ETN,45295.0,860.0,-1.86%,0.0
1691.0,ACE 미국IT인터넷S&P(합성 H),11320.0,210.0,-1.82%,0.0
1692.0,메리츠 인버스 은 선물 ETN(H),9050.0,165.0,-1.79%,0.0
1693.0,TIGER 은행,6115.0,45.0,-0.73%,0.0
1694.0,TRUE 코스닥 150 ETN,9040.0,35.0,-0.39%,0.0
1695.0,SOL 차이나태양광CSI(합성),7520.0,5.0,+0.07%,0.0
1696.0,삼성 인버스 은 선물 ETN(H),9015.0,150.0,-1.64%,0.0
1697.0,TIGER 글로벌사이버보안INDXX,8655.0,120.0,-1.37%,0.0
1698.0,ACE 미국하이일드액티브(H),9955.0,40.0,+0.40%,0.0
1699.0,신한 레버리지 Russell 2000 ETN,8935.0,345.0,-3.72%,0.0
1700.0,KOSEF 200선물인버스2X,2750.0,50.0,+1.85%,0.0
1701.0,TIGER 미국나스닥넥스트100,10445.0,265.0,-2.47%,0.0
1702.0,KBSTAR KRX300레버리지,12660.0,340.0,-2.62%,0.0
1703.0,신한 인버스 2X Russell 2000 ETN,8860.0,240.0,+2.78%,0.0
1704.0,TREX 펀더멘탈 200,35385.0,0.0,0.00%,0.0
1705.0,ACE 레버리지,6315.0,105.0,-1.64%,0.0
1706.0,KODEX 미국스마트모빌리티S&P,5520.0,40.0,-0.72%,0.0
1707.0,메리츠 미국채30년 ETN(H),8830.0,120.0,+1.38%,0.0
1708.0,TIGER S&P글로벌인프라(합성),12615.0,150.0,-1.18%,0.0
1709.0,KOSEF 블루칩,7995.0,50.0,-0.62%,0.0
1710.0,FOCUS 혁신기업액티브,7995.0,100.0,-1.24%,0.0
1711.0,신한 인버스 달러인덱스 선물 ETN(H),8785.0,0.0,0.00%,0.0
1712.0,KBSTAR 미국빅데이터Top3채권혼합iSelect,10970.0,25.0,+0.23%,0.0
1713.0,삼성 FnGuide 웹 3.0 ETN,8755.0,35.0,+0.40%,0.0
1714.0,메리츠 CSI 300 ETN,8720.0,0.0,0.00%,0.0
1715.0,ARIRANG 200선물레버리지,28840.0,500.0,-1.70%,0.0
1716.0,KB 레버리지 은 선물 ETN(H),17255.0,510.0,+3.05%,0.0
